orderId,orderNumber,orderDate,orderStatus,shipToCity,shipToState,itemIndex,itemName,itemSku,itemQty,itemUnitPrice,currentCustomsDesc,currentCustomsHS,currentCustomsQty,currentCustomsValue,suggestedDesc,suggestedHS,matchMethod,productTypeDetected
595104631,49122,2025-06-27,awaiting_shipment,WAYNESBORO,VA,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Enchanted Forest",2026Q4-COMBO-HARD-ENF,1,109.04,Planner agenda (bound diary),4820102010,1,109.04,Planner agenda (bound diary),4820102010,HS_planner,planner
595104625,49123,2025-06-27,awaiting_shipment,WINONA,MN,0,Priority Flow Notepad,NP-PF,1,9.58,Notepad,4820102020,1,9.58,Notepad,4820102020,HS_notepad,notepad
,,,,,,1,Weekly Sticky Notes,STCK-WEEK,1,10.94,Sticky notepad,4820102020,1,10.94,Sticky notepad,4820102020,HS_sticky,sticky
,,,,,,2,Monthly Tabs - Moonflower,MNT-MFL-25,1,8.21,Paper sticker,4911998000,1,8.21,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,2026 A5 Minimalist Vertical Planner (Paper Flex) - Rivière,2026Q4-A5MIN-V-PAPER-RIV,1,77.95,Planner agenda (bound diary),4820102010,1,77.95,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,4,MT Washi - Matte - Wisteria,MT-WAS-WIS,1,6.84,Decorative tape for journaling,4811412100,1,6.84,Decorative tape for journaling,4811412100,HS_tape,tape
595130967,49125,2025-06-27,awaiting_shipment,AURORA,OH,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Woodlands",2026Q4-COMBO-HARD-WDL,1,102.65,Planner agenda (bound diary),4820102010,1,102.65,Planner agenda (bound diary),4820102010,HS_planner,planner
595130966,49126,2025-06-27,awaiting_shipment,ELWOOD,UT,0,2026 A5 Minimalist Vertical Planner (Hardcover) - Fawn,2026Q4-A5MIN-V-HARD-FWN,1,91.22,Planner agenda (bound diary),4820102010,1,91.22,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Fawn,MTB-FAW-25,1,8.21,Paper sticker,4911998000,1,8.21,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,LPI10,,1,-9.11,,,,,,,NONE,
595155185,49129,2025-06-27,awaiting_shipment,GARDENA,CA,0,Free Midnight Sky Celestial Stickers,STCK-WF-MOON,1,,Paper sticker,4911998000,1,1,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,"Moon Phases Lined Notebook (150gsm, Hardcover) - A5 / Witching Hour",LIN-WIT-HA5-MNF,1,53.68,Notebook (bound journal),4820102060,1,53.68,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,2,2026 A5 Minimalist Vertical Planner (Hardcover) - Witching Hour,2026Q4-A5MIN-V-HARD-WIT,1,85.09,Planner agenda (bound diary),4820102010,1,85.09,Planner agenda (bound diary),4820102010,HS_planner,planner
606243324,49130,2025-06-27,awaiting_shipment,BONNEY LAKE,WA,0,"Rose Garden Dotted Notebook (70 gsm, Hardcover) - A5 / Blossomfield",DOT-BLF-HA5-ROG70,1,71.74,Notebook (bound journal),4820102060,1,71.74,Notebook (bound journal),4820102060,HS_notebook,notebook
595177072,49132,2025-06-27,awaiting_shipment,PHILOMATH,OR,0,2026 A5 Minimalist Vertical Planner (Hardcover) - Witching Hour,2026Q4-A5MIN-V-HARD-WIT,1,73.87,Planner agenda (bound diary),4820102010,1,73.87,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,SAVE15,,1,-11.08,,,,,,,NONE,
595195039,49133,2025-06-27,awaiting_shipment,SAN DIEGO,CA,0,Time Management - Summer Solstice,TMG-SNT-25,1,6.84,Paper sticker,4911998000,1,6.84,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Charbon",2026Q4-COMBO-HARD-CHB,1,99.89,Planner agenda (bound diary),4820102010,1,99.89,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Wellness Stickers - Summer Solstice,WNS-SMS-25,1,6.84,Paper sticker,4911998000,1,6.84,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,SAVE15,,1,-18.07,Paper sticker,4911998000,1,6.84,Paper sticker,4911998000,FALLBACK,
,,,,,,4,Finance Stickers - Summer Solstice,STK-FIN-SMT,1,6.84,,,,,Paper sticker,4911998000,NONE,sticker
595371491,49146,2025-06-28,awaiting_shipment,EAST ELMHURST,NY,0,Highlight Stickers - Plum Grove,AC-HI-ELB,1,6.85,Paper sticker,4911998000,1,8.22,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,Highlight Stickers - Moonflower,AC-HI-MO,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,Highlight Stickers - Enchanted Forest,AC-HI-FE,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,Highlight Stickers - Wild Indigo,AC-HI-LI,1,4.11,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,4,Highlight Stickers - Autumnal,AC-HI-AUT,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,5,Highlight Stickers - Buttercup,AC-HI-MA,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,6,Highlight Stickers - Woodlands,AC-HI-MOS,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,7,Highlight Stickers - Moss,AC-HI-MOS,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,8,Highlight Stickers - Toile de Lin,AC-HI-TDL,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,9,"Lunar Graph Notebook - Juniper / A5 (5.8"" x 8.3"")",NB-JUN-AX-GPH,1,43.82,Notebook (bound journal),4820102060,1,43.82,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,10,2026 Weekly Planner (Hardcover) - Witching Hour,2026Q4-WEEKLY-HARD-WIT,1,92.32,Planner agenda (bound diary),4820102010,1,92.32,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,11,Monthly Tabs - Charbon,AC-TB-CH-24,1,8.22,Paper sticker,4911998000,1,4.11,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,12,AIKA,,1,-13.61,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,FALLBACK,
,,,,,,13,Highlight Stickers - Scarlet Oak,STK-HLT-OAK,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,14,Highlight Stickers - Fawn,STK-HLT-FWN,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,15,Highlight Stickers - Deep Oak,STK-HLT-DPO,1,6.85,,,,,Paper sticker,4911998000,NONE,sticker
595419848,49151,2025-06-28,awaiting_shipment,GERMANTOWN,MD,0,Lined Notepad,NP-LI,1,12.31,Notepad,4820102020,1,12.31,Notepad,4820102020,HS_notepad,notepad
,,,,,,1,Graph Notepad,NP-BN,1,12.31,Notepad,4820102020,1,12.31,Notepad,4820102020,HS_notepad,notepad
,,,,,,2,Dotted Notepad,NP-DO,1,12.31,Notepad,4820102020,1,12.31,Notepad,4820102020,HS_notepad,notepad
,,,,,,3,2026 Daily Planner (Hardcover) - Rivière,2026Q4-DAILY-HARD-RIVv,1,78.99,Planner agenda (bound diary),4820102010,1,78.99,Planner agenda (bound diary),4820102010,HS_planner,planner
595419843,49152,2025-06-28,awaiting_shipment,LOUISVILLE,KY,0,Monthly Tabs - Moonflower,MNT-MFL-25,1,8.21,Paper sticker,4911998000,1,8.21,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,"Undated Horizontal Weekly Planner (12-Month, Cloth Flex, 120gsm) - Moonflower",HPL-MON-UCF,1,73.89,Planner agenda (bound diary),4820102010,1,73.89,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,2026 A5 Minimalist Vertical Planner (Hardcover) - Witching Hour,2026Q4-A5MIN-V-HARD-WIT,1,73.89,Planner agenda (bound diary),4820102010,1,73.89,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,3,LPI10,,1,-14.78,,,,,,,NONE,
595540153,49160,2025-06-29,awaiting_shipment,PROVIDENCE,RI,0,"Graph Notebook (No Foil, Paper Flex, 70gsm) - A5 / Moss",GRP-MOS-PF7,1,57.49,Notebook (bound journal),4820102060,1,57.49,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,2026 Horizontal Planner (Cloth Flex) - Moss,2026Q4-HOR-CLOTH-MOS,1,73.92,Planner agenda (bound diary),4820102010,1,73.92,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Monthly Tabs - Moss,AC-TB-MO-24,1,8.21,Paper sticker,4911998000,1,8.21,Paper sticker,4911998000,HS_sticker,sticker
595569183,49164,2025-06-29,awaiting_shipment,VIRGINIA BCH,VA,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Autumnal",2026Q4-COMBO-HARD-AUT,1,108.09,Planner agenda (bound diary),4820102010,1,108.09,Planner agenda (bound diary),4820102010,HS_planner,planner
595596530,49169,2025-06-29,awaiting_shipment,SPRING,TX,0,"Mushroom Grove Graph Notebook (70 gsm, Hardcover) - A5 / Moss",GRP-MOS-HA5-MUS70,1,84.04,Notebook (bound journal),4820102060,1,84.04,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,WELCOME10,,1,-8.4,,,,,,,NONE,
595624352,49172,2025-06-29,awaiting_shipment,LAKE FOREST,CA,0,"Undated Weekly & Daily Planner (12-Month, Hardcover, 70gsm) - Witching Hour",WDP-WIT-UH70,1,99.93,Planner agenda (bound diary),4820102010,1,99.93,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Witching Hour",2026Q4-COMBO-HARD-WIT,1,104.01,Planner agenda (bound diary),4820102010,1,73.92,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,2026 Weekly Planner (Hardcover) - Witching Hour,2026Q4-WEEKLY-HARD-WIT,1,73.92,Planner agenda (bound diary),4820102010,1,104.01,Planner agenda (bound diary),4820102010,HS_planner,planner
595624344,49173,2025-06-29,awaiting_shipment,WILLIAMSBURG,VA,0,Monthly Tabs - Moss,AC-TB-MO-24,1,8.21,Paper sticker,4911998000,1,8.21,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Weekly Planner (Hardcover) - Moss,2026Q4-WEEKLY-HARD-MOS,1,73.89,Planner agenda (bound diary),4820102010,1,73.89,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,SAVE15,,1,-12.31,,,,,,,NONE,
595653292,49180,2025-06-29,awaiting_shipment,HARRISBURG,PA,0,Square Bullet Stickers - Toile de Lin,AC-SM-LR,2,6.85,Paper sticker,4911998000,1,8.21,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,Finance Stickers - Hydrangea,AC-TM-HY,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,Time Management - Hydrangea,AC-TM-HY,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,3,Wellness Stickers - Hydrangea,WNS-HYD-25,1,6.85,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,4,Highlight Stickers - Toile de Lin,AC-HI-TDL,1,6.85,Paper sticker,4911998000,2,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,5,Monthly Tabs - Charbon,AC-TB-CH-24,1,8.21,Paper sticker,4911998000,1,6.85,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,6,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Witching Hour",2026Q4-COMBO-HARD-WIT,1,98.57,Planner agenda (bound diary),4820102010,1,98.57,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,7,AMANDASFAVORITES,,1,-9.86,,,,,,,NONE,
595683814,49182,2025-06-29,awaiting_shipment,PLAINFIELD,IL,0,Monthly Tabs - Fawn,MTB-FAW-25,1,8.21,Paper sticker,4911998000,1,8.21,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Horizontal Planner (Cloth Flex) - Moss,2026Q4-HOR-CLOTH-MOS,1,82.09,Planner agenda (bound diary),4820102010,1,82.09,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,HANNA10,,1,-8.2,,,,,,,NONE,
595845882,49187,2025-06-30,awaiting_shipment,UTICA,NY,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Enchanted Forest",2026Q4-COMBO-HARD-ENF,1,106.94,Planner agenda (bound diary),4820102010,1,106.94,Planner agenda (bound diary),4820102010,HS_planner,planner
595891483,49188,2025-06-30,awaiting_shipment,PHOENIX,AZ,0,Monthly Tabs - Wild Orchid,AC-TB-WO-24,1,9.57,Paper sticker,4911998000,1,9.57,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Witching Hour",2026Q4-COMBO-HARD-WIT,1,114.06,Planner agenda (bound diary),4820102010,1,114.06,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,HANNA10,,1,-11.4,,,,,,,NONE,
595913433,49193,2025-06-30,awaiting_shipment,OKLAHOMA CITY,OK,0,"Hummingbird Dotted Notebook (150gsm, Hardcover) - B5 / Rivière",DOT-RIV-HB5-HUM,1,57.4,"Notebook (sewn journal, B5 size)",4820102030,1,57.4,"Notebook (sewn journal, B5 size)",4820102030,HS_notebook-b5,notebook-b5
,,,,,,1,2026 Weekly Planner (Hardcover) - Wild Indigo,2026Q4-WEEKLY-HARD-WDI,1,73.8,Planner agenda (bound diary),4820102010,1,73.8,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Monthly Tabs - Wild Indigo,MNT-WIN-25,1,9.57,Paper sticker,4911998000,1,9.57,Paper sticker,4911998000,HS_sticker,sticker
595913441,49196,2025-06-30,awaiting_shipment,DES MOINES,IA,0,Highlight Stickers - Enchanted Forest,AC-HI-FE,1,6.84,Paper sticker,4911998000,1,9.57,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Horizontal Planner (Hardcover) - Enchanted Forest,2026Q4-HOR-HARD-ENF,1,73.82,Planner agenda (bound diary),4820102010,1,73.82,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Monthly Tabs - Woodlands,STK-TAB-WDL,1,9.57,Paper sticker,4911998000,1,6.84,Paper sticker,4911998000,HS_sticker,sticker
595996264,49198,2025-06-30,awaiting_shipment,RUTHERFORD,NJ,0,Heritage Pen - Brass,PEN-BRASS,1,99.6,Gel ink pen,9608100000,1,99.6,Gel ink pen,9608100000,HS_pen,pen
,,,,,,1,Monthly Tabs - Plum Grove,MNT-PLG-25,1,9.55,Paper sticker,4911998000,1,9.55,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,2026 Daily Duo Planner (Hardcover) - Wild Indigo,2026Q4-DUO-HARD-WDI,1,154.15,Planner agenda (bound diary),4820102010,1,154.15,Planner agenda (bound diary),4820102010,HS_planner,planner
596056133,49201,2025-06-30,awaiting_shipment,FORT COLLINS,CO,0,2026 Daily Planner (Hardcover) - Witching Hour,2026Q4-DAILY-HARD-WIT,1,73.55,Planner agenda (bound diary),4820102010,1,73.55,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Scarlet Oak,MNT-SCA-25,1,9.53,Paper sticker,4911998000,1,9.53,Paper sticker,4911998000,HS_sticker,sticker
596056163,49206,2025-06-30,awaiting_shipment,WILMINGTON,DE,0,2026 Daily Duo Planner (Paper Flex) - Rivière,22026Q4-DUO-PAPER-RIV,1,145.96,Planner agenda (bound diary),4820102010,1,145.96,Planner agenda (bound diary),4820102010,HS_planner,planner
596056127,49208,2025-06-30,awaiting_shipment,SHOW LOW,AZ,0,"Lined Notebook (No Foil, Cloth Flex, 150gsm) - A5 / Moonflower",LIN-MON-CFX,1,50.47,Notebook (bound journal),4820102060,1,50.47,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,2026 B5 Minimalist Planner (Hardcover) - Woodlands,2026Q4-B5MIN-HARD-WDL,1,93.43,Planner agenda (bound diary),4820102010,1,93.43,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,Monthly Tabs - Toile de Lin,AC-TB-TL-24,1,9.55,Paper sticker,4911998000,1,9.55,Paper sticker,4911998000,HS_sticker,sticker
596110910,49211,2025-06-30,awaiting_shipment,BREMERTON,WA,0,Monthly Tabs - Blossomfield,AC-TB-EB-24,1,9.55,Paper sticker,4911998000,1,9.55,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 A5 Minimalist Vertical Planner (Hardcover) - Blossomfield,2026Q4-A5MIN-V-HARD-BLF,1,73.66,Planner agenda (bound diary),4820102010,1,73.66,Planner agenda (bound diary),4820102010,HS_planner,planner
596110841,49213,2025-06-30,awaiting_shipment,SELAH,WA,0,2026 B5 Minimalist Planner (Hardcover) - Autumnal,2026Q4-B5MIN-HARD-AUT,1,87.3,Planner agenda (bound diary),4820102010,1,87.3,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Wild Indigo,MNT-WIN-25,1,9.55,Paper sticker,4911998000,1,9.55,Paper sticker,4911998000,HS_sticker,sticker
596110885,49218,2025-06-30,awaiting_shipment,PORT ST LUCIE,FL,0,2026 B5 Minimalist Planner (Hardcover) - Wild Indigo,2026Q4-B5MIN-HARD-WDI,1,104.64,Planner agenda (bound diary),4820102010,1,104.64,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Wild Indigo,MNT-WIN-25,1,9.55,Paper sticker,4911998000,1,9.55,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,2026 B5 Minimalist Planner (Hardcover) - Blossomfield,2026Q4-COMBO-HARD-BLF,1,104.64,Planner agenda (bound diary),4820102010,1,104.64,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,3,Monthly Tabs - Blossomfield,AC-TB-EB-24,1,9.55,Paper sticker,4911998000,1,9.55,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,4,88f6102a87b3,,1,-34.28,,,,,,,NONE,
596110915,49220,2025-06-30,awaiting_shipment,EVANS,GA,0,2026 A5 Minimalist Vertical Planner (Hardcover) - Wild Indigo,2026Q4-A5MIN-V-HARD-WDI,1,99.49,Planner agenda (bound diary),4820102010,1,99.49,Planner agenda (bound diary),4820102010,HS_planner,planner
596110835,49223,2025-06-30,awaiting_shipment,CHARLESTON,SC,0,2026 Daily Duo Planner (Hardcover) - Witching Hour,2026Q4-DUO-HARD-WIT,1,153.96,Planner agenda (bound diary),4820102010,1,153.96,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Charbon,AC-TB-CH-24,1,9.54,Paper sticker,4911998000,1,9.54,Paper sticker,4911998000,HS_sticker,sticker
596130848,49230,2025-06-30,awaiting_shipment,CHICAGO,IL,0,Monthly Tabs - Fawn,MTB-FAW-25,1,9.54,Paper sticker,4911998000,1,6.81,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,Lunar - Graph Notebook (imperfect) - B5 - Wild Orchid - Minor Cover Imperfections,NB-PAC-AX-GPH,1,44.95,Decorative tape for journaling,4811412100,1,6.81,"Notebook (sewn journal, B5 size)",4820102030,KEY_notebook,notebook-b5
,,,,,,2,MT Washi - Matte - Matte Purple,AC-MT-MP,1,6.81,Paper sticker,4911998000,1,6.81,Decorative tape for journaling,4811412100,FALLBACK,tape
,,,,,,3,Time Management - Hydrangea,AC-TM-HY,1,6.81,Paper sticker,4911998000,1,9.54,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,4,Wellness Stickers - Hydrangea,WNS-HYD-25,1,6.81,Planner agenda (bound diary),4820102010,1,97.02,Paper sticker,4911998000,FALLBACK,sticker
,,,,,,5,2026 Daily Planner (Hardcover) - Plum Grove,2026Q4-DAILY-HARD-PLG,1,97.02,"Notebook (sewn journal, B5 size)",4820102030,1,44.95,Planner agenda (bound diary),4820102010,FALLBACK,planner
596130851,49233,2025-06-30,awaiting_shipment,QUEENSBURY,NY,0,2026 Daily Planner (Hardcover) - Scarlet Oak,2026Q4-DAILY-HARD-SCA,1,73.56,Planner agenda (bound diary),4820102010,1,73.56,Planner agenda (bound diary),4820102010,HS_planner,planner
596130854,49234,2025-06-30,awaiting_shipment,SACRAMENTO,CA,0,Monthly Tabs - Scarlet Oak,MNT-SCA-25,1,9.58,Paper sticker,4911998000,1,9.58,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,1,2026 Weekly Planner (Hardcover) - Enchanted Forest,2026Q4-WEEKLY-HARD-ENF,1,73.89,Planner agenda (bound diary),4820102010,1,73.89,Planner agenda (bound diary),4820102010,HS_planner,planner
596167192,49235,2025-06-30,awaiting_shipment,SIMPSONVILLE,SC,0,Lumine - Blank Notebook (imperfect) - White Oak - Minor Cover Imperfections,NTB-AST-BLNK,1,38.1,Notebook (bound journal),4820102060,1,38.1,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,Weekly Sticky Notes,STCK-WEEK,1,10.89,Sticky notepad,4820102020,1,10.89,Sticky notepad,4820102020,HS_sticky,sticky
,,,,,,2,2026 Weekly Planner (Hardcover) - Wild Indigo,2026Q4-WEEKLY-HARD-WDI,1,82.67,Planner agenda (bound diary),4820102010,1,82.67,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,3,Monthly Tabs - Wild Indigo,MNT-WIN-25,1,9.53,Paper sticker,4911998000,1,9.53,Paper sticker,4911998000,HS_sticker,sticker
596167200,49237,2025-06-30,awaiting_shipment,ERIE,PA,0,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",2026Q4-COMBO-CLOTH-SCA,1,103.42,Paper sticker,4911998000,1,9.53,Paper sticker,4911998000,FALLBACK,
,,,,,,1,Monthly Tabs - Snapdragon,MNT-SNP-25,1,9.53,"2026 Weekly & Daily (Cloth Flex, 70gsm) - Scarlet Oak",482010,1,103.42,Paper sticker,4911998000,FALLBACK,sticker
596167189,49238,2025-06-30,awaiting_shipment,HARTFORD,CT,0,"Heart of The Forest Graph Notebook (150gsm, Hardcover) - TN / Blossomfield",GRP-BLF-HTN-HOF,1,46.52,Notebook (bound journal),4820102060,1,46.52,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Blossomfield",2026Q4-COMBO-HARD-BLF,1,99.88,Planner agenda (bound diary),4820102010,1,99.88,Planner agenda (bound diary),4820102010,HS_planner,planner
596167198,49239,2025-06-30,awaiting_shipment,LAS VEGAS,NV,0,"Dotted Notebook (No Foil, Paper Flex, 70gsm) - A5 / Scarlet Oak",DOT-SCA-PF7,1,57.16,Notebook (bound journal),4820102060,1,57.16,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,Monthly Tabs - Charbon,AC-TB-CH-24,1,9.53,Paper sticker,4911998000,1,9.53,Paper sticker,4911998000,HS_sticker,sticker
,,,,,,2,"2026 Weekly & Daily Planner (Paper Flex, 70gsm) - Scarlet Oak",2026Q4-COMBO-PAPER-SCA,1,103.43,Planner agenda (bound diary),4820102010,1,103.43,Planner agenda (bound diary),4820102010,HS_planner,planner
596198795,49245,2025-06-30,awaiting_shipment,APTOS,CA,0,2026 B5 Minimalist Planner (Hardcover) - Witching Hour,2026Q4-B5MIN-HARD-WIT,1,92.19,Planner agenda (bound diary),4820102010,1,92.19,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Buttercup,MTH-BCP-25,1,9.52,Paper sticker,4911998000,1,9.52,Paper sticker,4911998000,HS_sticker,sticker
596198802,49246,2025-06-30,awaiting_shipment,WHIPPANY,NJ,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Scarlet Oak",2026Q4-COMBO-HARD-SCA,1,99.33,Planner agenda (bound diary),4820102010,1,99.33,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Woodlands,STK-TAB-WDL,1,9.52,Paper sticker,4911998000,1,9.52,Paper sticker,4911998000,HS_sticker,sticker
596228225,49253,2025-06-30,awaiting_shipment,JONESBORO,AR,0,2026 Daily Duo Planner (Hardcover) - Moss,2026Q4-DUO-HARD-MOS,1,172.08,Planner agenda (bound diary),4820102010,1,172.08,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,Monthly Tabs - Toile de Lin,AC-TB-TL-24,1,9.52,Paper sticker,4911998000,1,9.52,Paper sticker,4911998000,HS_sticker,sticker
596228228,49256,2025-06-30,awaiting_shipment,DENVER,CO,0,2026 Horizontal Planner (Hardcover) - Moss,2026Q4-HOR-HARD- MOS,1,82.64,Planner agenda (bound diary),4820102010,1,82.64,Planner agenda (bound diary),4820102010,HS_planner,planner
596257817,49257,2025-06-30,awaiting_shipment,EAST HELENA,MT,0,Priority Flow Notepad,NP-PF,1,9.58,Notepad,4820102020,1,9.58,Notepad,4820102020,HS_notepad,notepad
,,,,,,1,"Undated Weekly & Daily Planner (12-Month, Hardcover, 70gsm) - Moss",WDP-MOS-UH70,1,99.88,Planner agenda (bound diary),4820102010,1,99.88,Planner agenda (bound diary),4820102010,HS_planner,planner
596257815,49258,2025-06-30,awaiting_shipment,HICKORY,NC,0,"2026 Weekly & Daily Planner (Hardcover, 70gsm) - Plum Grove",2026Q4-COMBO-HARD-PLG,1,116.73,Planner agenda (bound diary),4820102010,1,116.73,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,"Hummingbird Graph Notebook (150gsm, Hardcover) - B5 / Wild Indigo",GRP-WDI-HB5-HUM,1,71.47,"Notebook (sewn journal, B5 size)",4820102030,1,71.47,"Notebook (sewn journal, B5 size)",4820102030,HS_notebook-b5,notebook-b5
596281491,49264,2025-06-30,awaiting_shipment,COSTA MESA,CA,0,2026 A5 Minimalist Vertical Planner (Hardcover) - Blossomfield,2026Q4-A5MIN-V-HARD-BLF,1,73.5,Planner agenda (bound diary),4820102010,1,73.5,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,1,2026 Daily Planner (Hardcover) - Wild Indigo,2026Q4-DAILY-HARD-WDI,1,73.5,Planner agenda (bound diary),4820102010,1,73.5,Planner agenda (bound diary),4820102010,HS_planner,planner
596281508,49265,2025-06-30,awaiting_shipment,EAGLE,ID,0,"Lined Notebook (No Foil, Cloth Flex, 150gsm) - A5 / Enchanted Forest",LIN-ENF-CFX,2,50.36,Notebook (bound journal),4820102060,2,50.36,Notebook (bound journal),4820102060,HS_notebook,notebook
,,,,,,1,2026 Daily Planner (Hardcover) - Woodlands,2026Q4-DAILY-HARD-WDL,1,73.5,Planner agenda (bound diary),4820102010,1,73.5,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,2,2026 Daily Planner (Cloth Flex) - Enchanted Forest,2026Q4-DAILY-CLOTH-ENF,1,99.32,Planner agenda (bound diary),4820102010,1,99.32,Planner agenda (bound diary),4820102010,HS_planner,planner
,,,,,,3,WELCOME10,,1,-27.35,,,,,,,NONE,
